¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;sf;638.7961058;560.4016654;21.78457423;1.292851377;24.25433819;18.61742292;11.62775877;1.521173139;22.53397049;19.23796313;2.406971429;20.41984389;17.50701214;-6.145415974;18.70257191;20.51232043
1;hex;84.32459016;743.3552753;33.0938142;0.046786267;37.86674424;14.8615427;29.64144016;-0.108320843;38.05987858;15.26829937;-0.342726768;34.50873437;-14.79104491;-6.283185306;20.64210997;22.9140451
2;cub;179.6112778;692.0650836;54.33081035;-1.747869491;54.34427205;33.8322479;45.90147636;-1.356027645;56.77186347;36.61985284;-1.174073568;33.83224744;-52.34458866;-0.673198423;41.06648715;47.02186363
3;hex;399.2887086;744.0779603;24.9788286;-0.169412152;31.8621811;15.45074487;18.33247;0.248318305;30.16252371;15.90991092;0.36016829;26.39104883;14.8923828;-25.13274123;19.82099539;22.16252371
4;sf;963.933223;268.7270812;20.14327138;1.357240981;20.75968562;18.26586374;10.58265827;0.96940268;20.33659737;18.28459133;3.166930746;17.51228428;16.7540799;1.21717244;-16.9084849;19.19813583
5;sf;376.2338353;702.0559492;19.50616537;-0.217110874;21.4689478;18.0311565;10.64447761;0.207949187;19.24678751;18.66866998;1.429717073;17.39559261;-17.03880259;-4.407412403;17.20043686;18.99601352
6;sf;60.81031586;819.0840054;18.64061744;-2.273053268;20.92838726;15.47079624;10.71527562;-1.163604259;19.58130826;16.27784458;-2.643928755;17.32899212;-14.60887187;-2.188693892;-16.11350438;17.69119837
7;sf;547.6446328;469.4231638;9.995525184;-1.433409974;10.40825278;9.400544183;5.095075558;-0.850702949;10.16394525;9.238281647;13.06677522;8.883032677;-8.583155609;1.187208654;8.610253823;9.664489481
8;sf;574.4905278;497.8796819;19.75273521;-0.890502449;20.73403263;18.70098169;9.851669946;-0.592835089;19.75902301;18.6072222;-0.49888917;16.63946466;17.94261435;5.006138553;16.93856657;19.04934559
9;sf;182.4498382;770.0416667;17.21823319;0.539180851;20.22964944;14.40971323;8.401271962;-0.451315645;17.61460947;14.90861449;-0.787178973;15.60973793;-13.98260814;-0.865184998;-14.45336026;16.30691716
10;sf;896.4387359;458.205685;17.99303888;1.507393946;20.62969789;15.84473764;9.118952942;1.640620739;18.30236882;16.21889833;1.971849274;16.15100415;14.96904046;0.593921184;-15.53682048;17.17253589
11;sf;603.7190803;531.6069694;19.85631144;2.226491939;20.97874258;18.09143832;11.78605214;0.470777793;19.68247005;18.95012251;-0.169570038;-17.76950033;17.64285164;4.587364161;17.6315184;19.43302808
12;sf;440.3898771;493.6981923;19.84701601;-2.776444862;20.30173051;17.90910206;11.94230501;-1.283030011;19.38370367;18.88251441;0.449280864;17.19808862;-16.8925843;-1.236157584;16.80212626;19.10953107
13;sf;76.04059932;80.18076365;18.66946891;0.057489557;19.61007296;17.48366874;10.00174821;0.998493627;18.54698542;17.74665995;1.86684686;15.54206916;16.77075818;3.331817869;16.19270189;18.11736416
14;sf;906.9524503;498.6673136;19.12890179;2.555538118;21.50422609;15.6967708;11.33250286;0.672013395;19.89635604;16.46319323;2.485377032;16.33445837;16.85678959;26.96653937;15.64047603;18.05826081
15;sf;591.6640802;458.7707727;18.80539635;0.841719755;18.9776626;17.60522526;10.79828612;1.228502997;18.4501756;17.61943774;1.635430963;15.93056373;17.41106634;6.489545808;16.44091413;18.06307883
16;sf;799.9949721;223.6696462;17.4743724;2.638878151;18.4384689;15.53375137;9.844452065;1.002133437;17.76286487;16.11014019;0.253924346;14.96956548;14.97244084;-2.831884165;14.99232171;16.6844335
17;sf;96.08699809;816.4066284;19.13030563;1.974545764;19.87514439;15.8693561;11.79284438;1.302852932;19.30948268;17.12746048;5.424187577;16.57750216;15.27331781;4.788419183;-15.55745522;18.37778832
18;sf;1013.453166;424.0481608;17.22838108;1.847235412;19.11320663;14.91899914;11.00196171;1.062790563;17.99408027;15.73978277;2.492111353;15.52269156;14.62987323;7.355881022;-14.90961761;16.76227697
19;sf;550.2043518;89.32835234;20.61772565;0.767223162;21.83383748;18.62265871;12.4131519;-0.233175736;20.65224954;19.51334498;-0.314676306;18.74392152;-17.44298227;-6.092277435;17.86069995;20.15965683
20;sf;310.1881114;155.9638826;19.32228343;-0.734230579;19.78023096;17.33252306;11.78344314;1.834336622;19.0454856;18.55267558;2.427846437;16.49860362;17.06741391;-15.57790894;-16.64227448;18.73779329
21;sf;1088.123251;414.9223348;21.8612691;-0.244835468;22.67303132;18.60992165;13.98054959;0.412789507;21.98095094;19.9557042;-1.738493138;-17.60875813;-19.17638622;-1.020050874;18.60709976;20.98921496
22;sf;687.9120682;552.1239719;19.37024181;0.016804494;20.98356401;18.34418982;9.364573991;0.282505904;19.08956103;18.39437678;0.220825797;17.40847381;16.67839896;-2.864179482;16.94924412;18.70776755
23;sf;977.760027;173.8483316;18.3098151;-2.065429587;19.25493006;16.77039862;10.57780452;0.166775271;18.02318101;17.4635796;-2.04052613;15.74355003;-15.97414091;-15.49741317;15.9484149;17.68389529
24;sf;545.6498661;121.5441928;15.81409321;0.044852449;19.64845628;10.89919132;11.17987556;-0.077485113;18.54537811;11.4006567;-0.629100688;17.24647189;-10.42510087;-0.459936634;-12.19122143;14.81037518
25;sf;880.6253935;215.16929;18.16687303;-0.669344348;18.05659337;16.26978158;11.36946883;-0.831116844;17.60962326;17.18593577;-1.695826682;15.90364568;-16.10505273;7.73455271;15.9088705;17.41572348
26;sf;952.0831843;477.4703339;19.63472361;0.233072912;20.51840924;18.45385093;9.829032444;0.912805783;19.90984462;17.99959398;-0.699511638;17.39507364;16.74750795;-6.625620109;16.75002807;18.89316342
