¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;cub;1075.192752;143.2882941;39.97239232;-2.061906499;39.96357614;26.35744981;33.42211643;-1.128383005;41.38661898;28.20651421;-1.444409752;26.24880766;-37.11114682;6.667870117;27.96900592;35.93661905
1;hex;345.7056428;620.9468075;22.77823751;-0.430415985;31.48548545;13.80607939;16.58597888;0.405194384;28.67351932;14.57527108;0.045271965;24.91449958;13.44095179;19.90743915;-18.6584339;18.78740821
2;sf;380.4430199;138.5612536;10.94472746;-0.634922493;11.54642176;10.17870402;5.763084167;-1.187845664;10.73540009;10.28697571;0.350231889;9.681118388;-9.069773208;0.885100011;9.45846378;10.57669979
3;sf;919.1682672;789.6448087;11.69004948;-1.728575961;12.51169288;10.31060483;6.658559782;-1.636639953;11.50525162;10.95999033;-1.644661857;10.18788054;-10.0161414;0.09247136;10.04198797;11.2817278
4;sf;176.074884;711.620941;9.160689059;0.198211972;9.698656936;8.327734048;5.205278926;0.274025218;9.247334831;8.634316663;0.574726507;8.394153334;7.64141662;-10.58943253;-7.867092273;8.949886271
5;sf;712.1810655;263.6979842;12.45759377;-1.270625113;13.2482805;11.29068566;7.368716652;-1.642262826;12.3885138;11.82828811;-5.90934923;11.13281148;-10.75123911;8.893819037;11.05754983;12.15163956
6;sf;994.9647862;730.7932551;10.93331078;-0.87519454;13.13608612;9.340738539;4.903867004;0.968050343;11.68716459;9.47874831;-0.094508544;-8.485772466;9.894373853;-22.90111426;9.490885224;10.14205909
7;sf;846.3231084;574.7692308;18.96106007;1.983079518;20.61457028;16.19571542;11.76717978;1.23333606;19.07904346;17.59708651;-1.211611788;16.47159254;16.16370273;1.676532335;16.38979051;18.28075544
8;sf;390.6843607;705.3932648;10.19524341;0.129775809;10.092455;8.608780365;6.497568999;0.406424524;9.967926452;9.196167335;-0.654247003;8.416251478;9.038630811;2.461938144;-8.619686592;9.636133102
9;sf;846.2854603;657.4378334;20.3874108;2.962338297;21.06592436;18.64146071;12.22461984;0.828679442;20.80636369;18.75935747;4.178264347;17.83731367;18.2325213;-2.814918443;17.67641645;19.63176052
10;sf;172.32005;567.1351774;19.14238764;-1.096709804;19.0655593;17.70869953;11.26083074;-0.594067363;19.15376754;17.7534508;-2.972849002;16.99439589;-16.23065349;-3.185048075;16.96327917;18.5056194
11;sf;394.5412379;801.7240865;19.68685769;-1.573096209;21.8601389;17.34022153;10.75681239;-1.277345244;20.22375839;17.58095187;1.105665894;17.26060583;-16.66494122;0.586870491;16.79506537;18.81695839
12;sf;288.6849003;712.7048433;10.03612961;0.291611369;10.36729426;8.868790012;5.734281904;0.39271062;10.2051287;9.171064527;1.007648862;8.775904743;8.491934852;-2.283323518;8.689802784;9.599494347
13;sf;969.052799;454.8734097;18.78660945;-0.73223975;20.14419521;16.68368398;11.3093104;0.389342155;19.13395997;17.4344797;-0.093773193;17.27591918;16.05430349;4.911416006;16.48668697;18.45683261
14;sf;532.5109928;762.625973;20.53747998;1.899804956;23.09400726;17.49731466;12.23829153;1.494694329;21.88194039;17.92317335;2.089659918;19.40980674;16.50477887;9.769736378;17.77472825;19.62735053
15;sf;577.8426714;481.5453459;19.51205571;1.586865172;21.85666534;17.10339794;10.75909401;1.564192512;19.55547982;17.82590104;2.268658307;17.52471952;16.88412165;0.447977753;16.81828371;18.7192292
16;sf;806.9861536;505.6032648;19.70156384;2.254494043;20.6732449;17.79322063;11.34247501;1.496263797;20.07618308;17.88180856;2.173878254;18.13122456;16.61535394;-4.635918788;-17.20939261;18.99246957
17;sf;158.0018585;682.2811629;20.56565003;-1.154653861;20.76477558;20.04300225;9.955122013;-0.620863799;21.44861735;18.87342305;3.381632853;18.48360442;-17.05380434;9.628218011;-17.65393017;19.96713587
18;sf;537.6079177;469.9444181;18.813499;-0.533629679;18.86740658;17.67788416;10.9620523;-1.242149829;18.97404739;17.51989098;-4.916886153;16.50998993;-16.57574929;-0.560476437;-16.47879065;18.39507875
19;sf;61.52011761;504.7963479;18.97451351;1.083738744;20.53813221;16.92298319;11.21288437;-0.743097358;19.37861676;17.78656784;-2.710784337;17.24536399;-16.38451845;3.504097255;16.85063972;18.50560089
20;sf;611.6613157;415.8948694;18.96526983;3.420316497;18.97141831;17.5703096;11.07644431;1.496190604;18.91053497;17.81241193;2.012330348;16.69795441;16.3792251;1.352528228;16.33806048;18.29549568
