¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;cub;328.9415633;218.4971895;24.43135541;0.781507413;21.2975913;19.90135043;18.47946674;-0.310222883;22.55471619;21.14759343;0.8777422;19.23076833;-19.66379403;-1.533211533;19.88842038;21.93334604
1;cub;311.2404693;169.5286303;22.8813956;-0.089362908;28.79796408;20.03526387;6.419315118;0.071965854;24.1993333;18.54978;-0.059520539;19.19191427;18.96594448;-0.057376766;19.03016766;20.12311841
2;cub;340.6550428;137.6212166;21.74631774;0.835489796;17.29272162;17.31468869;15.80253583;0.739429207;18.84593532;18.16049804;1.638769336;16.68940698;17.3164796;1.568365169;-16.99273149;18.66260199
3;cub;360.6535686;113.5939588;15.51394857;0.662946432;12.93132301;12.66965372;10.77403825;2.698652683;13.52611495;14.04348641;1.509333481;12.28458987;12.55131191;-4.782179336;12.40877703;13.9310805
4;cub;805.7786759;467.0758276;12.51620367;0.725457593;12.91031578;10.43974426;7.521230277;-0.238180894;12.42502435;10.85764122;-0.456580277;-9.506053987;-11.18592589;7.492155348;10.23863123;11.75088472
5;sf;714.9116873;778.7531003;12.3501504;-1.148668564;12.35415452;11.02719161;7.390523865;-1.410499638;11.90578249;11.75097631;-3.032583915;10.73732472;-10.28860343;-36.3654672;-10.35149061;11.84444916
6;sf;931.8388949;846.5934697;12.6653834;0.402568331;12.91924342;11.59327693;7.231035476;0.91443677;12.48207837;11.75541299;1.282789797;10.53939883;11.15184118;0.081575468;10.90038049;12.18016103
7;sf;313.4398816;95.9145394;12.28164648;-2.399691811;13.48418607;11.32630892;6.288774586;-0.838851938;12.21494133;11.7594753;-2.619396867;-10.59513771;-10.34111455;3.515847225;-10.46955964;11.89448679
8;sf;383.3524752;844.2336634;13.12399046;1.188805626;13.90816137;11.40254744;8.236701007;1.763159467;13.09559301;12.26046849;-0.187119944;11.59934783;11.40404626;4.96238419;11.21630269;12.71324007
9;sf;941.1988827;65.19404097;12.40333176;-0.639191101;12.91405042;11.03944818;6.877765826;-1.649775316;12.29582595;11.44144404;-1.213419228;-10.33223444;-10.39842535;7.611401608;10.48408009;11.82492648
10;sf;519.4444444;610.9564043;12.27879528;-0.148024495;12.42515425;11.79770283;5.530623452;-1.249508285;12.55858473;11.00310557;-3.743263057;10.92542727;9.89619748;6.554370674;10.20728522;11.82335619
11;sf;56.52742124;719.3255543;12.03132483;-0.533363502;12.08914718;11.15954763;6.954694303;-1.226057638;12.06021453;11.35449822;-2.282872012;10.50944969;10.65338543;3.586274508;10.4053936;11.72064835
12;sf;198.7822917;317.1201389;12.85333588;-0.569138028;13.10314136;11.37312933;8.143226033;-0.190917322;12.848305;11.80776883;-1.783601187;10.88756013;-11.34857241;-12.98367955;10.94983475;12.33251553
13;sf;741.7878788;505.5380471;13.06161218;-0.220067074;13.54740289;11.6515076;7.455117064;0.935717391;12.86921409;12.2440641;1.193033041;11.17771332;11.02412522;8.4251986;11.3577886;12.54449224
14;sf;888.0547009;172.4676923;12.84256801;-1.504471168;13.61412092;11.78394512;6.637604086;-0.978044425;12.61254648;12.29401445;-2.053717615;10.98466436;-10.98495054;-4.244942066;-11.24036659;12.44207995
15;sf;966.8067227;94.99759904;11.83430354;-1.76916355;13.15947498;10.97377326;5.949691292;-1.152539421;11.76846527;11.24655355;-1.512659928;10.31327818;-10.50703715;-37.62948629;10.38691992;11.49693911
16;sf;739.1369458;479.0062397;13.11721476;0.715478557;13.76255905;12.29038092;6.968899898;0.936169196;12.93615162;12.45649103;2.139310857;11.46307501;11.6917038;-2.706300888;11.39250934;12.6444973
17;sf;1110.843137;353.9905592;12.40047632;-0.673893636;12.94889594;11.20641071;7.549766532;-0.063258698;12.33190825;11.81768134;-0.120477516;11.16415863;-11.07346416;-8.029790637;10.97203181;12.01664019
18;sf;427.981041;204.0706653;12.8239099;0.09318408;14.54716224;11.63228973;6.145114623;0.070428277;12.86510727;11.89794425;-0.322951608;11.44850789;-11.01593692;-13.99119894;-11.13219064;12.23618449
19;sf;130.7168006;144.5407577;12.4105978;-0.817629436;13.04673215;10.69755313;7.500802833;0.400834622;12.57262298;10.97144459;0.103662611;10.93992733;9.893151148;-9.647215436;-10.41717089;11.63928965
20;sf;700.4147013;803.1470126;12.23342464;-0.715085626;12.08683567;10.84517254;7.319035385;-0.100682815;11.86176586;11.39022197;-0.912669457;-10.30472573;-10.65395263;-3.452813603;10.30707793;11.58529872
21;sf;882.5001675;202.0358459;13.1979379;-1.42459909;13.6871535;11.37715464;7.60808468;-1.07313331;13.16172033;12.00497937;-2.689142161;11.88815464;-10.64469028;0.215897047;11.16181556;12.61346489
22;sf;458.9857007;668.6050207;13.45206774;-2.922528752;13.66865242;12.24404192;7.659515278;1.117419595;13.09152284;12.75973759;-0.169205095;-11.99532785;11.80283002;-2.223908242;-11.68854379;12.9214234
23;sf;941.4630037;88.74761905;12.44799807;1.670464978;13.50906717;11.03321295;7.131055658;1.273309525;12.65871012;11.49593896;2.158660889;10.94375073;10.68097169;-8.490937293;-10.93119423;12.00572221
24;sf;1101.895971;589.1728938;12.46654282;-0.548476498;12.90220185;11.19392935;7.460707908;0.004266688;12.22812002;11.88200559;1.279786243;11.06454827;10.63875324;19.17470407;10.67082866;11.97365877
25;sf;1113.531968;564.2992098;12.57112206;1.838878099;12.95905833;11.63606728;7.076125876;2.294141713;12.33644287;11.99244771;1.676001169;11.06349572;10.8943589;-1.477036163;10.96935237;12.22169044
26;sf;785.2538631;761.8351729;12.52144536;0.555202505;13.48567933;11.14397181;7.022972286;-0.745536205;12.50752385;11.55088306;-0.444032805;10.98277181;-10.64943108;-2.933742615;-10.65437993;12.01241179
27;sf;863.7833333;155.96875;12.81223593;-0.173304839;13.35702754;11.59967088;7.143763358;-0.554941046;12.77538928;11.84368119;-0.710714018;11.72621463;-10.83205438;-9.768411633;-11.04385085;12.40212539
28;sf;406.8015608;302.3210702;10.13655413;-1.205567501;10.64378472;9.015327126;5.929063791;-1.391140004;9.92859565;9.571763184;-0.856934622;8.854227695;-9.10914901;2.29949786;8.987803928;9.743105792
29;sf;632.4706724;152.7646638;12.64573632;-0.437780941;12.75354007;11.41614865;7.354546867;-0.367146833;12.44272638;11.98085914;0.399562733;10.87743786;-10.86877244;-0.722012094;-10.94017708;12.13837855
30;sf;985.3919298;683.2154386;12.67700505;-1.954786289;13.75396595;11.17824082;8.035639804;-0.965051772;12.76770518;11.78668237;-1.832517435;-11.45964785;-10.87772026;8.200716903;-10.96452437;12.40506781
31;sf;1124.30448;633.4324222;12.33483952;0.437690709;12.90097297;11.27170686;6.388921574;0.704474626;11.76288711;11.84903956;1.071414479;10.31806563;10.49282833;-7.425805906;-10.37976511;11.78819431
32;sf;1105.3205;282.2792975;12.75787098;-0.238096954;13.72430327;11.76384217;7.214190307;-0.402841189;12.7472573;12.32481653;-0.318489557;11.3727614;-11.17180186;0.591364285;-11.32052976;12.4914508
33;sf;491.882334;603.8075435;13.2252055;0.986600281;14.23425559;12.44403511;6.274064803;-0.288924352;13.17587072;12.50847323;1.082528581;11.85958438;11.14344134;20.1348115;-11.51273149;12.85133866
34;sf;782.2176799;449.6939203;12.79493258;-0.474492942;13.92257857;11.4926498;6.92774671;0.026476265;12.63532148;12.07066322;0.932300262;11.61165907;10.95232372;-11.24245262;10.97322266;12.42801885
35;sf;618.0381569;59.67782577;12.55386602;-0.79052686;12.58115805;12.07624191;6.662975559;-0.936693971;12.7447312;11.51354598;-2.598713192;11.10157847;-10.68018967;11.40639071;10.84650418;12.09681453
36;sf;1020.478079;625.677801;12.81419626;-0.494614317;13.04388344;11.59475999;7.89379664;-0.934412244;12.41615456;12.23916282;-1.944725777;11.13238393;-11.27256742;-27.96041312;-11.02213493;12.32750081
37;sf;769.7659214;730.2903117;12.92531626;0.560324256;14.22452669;11.2687484;7.979769587;-0.496216797;13.13165788;12.01847484;-1.931212221;10.84691693;-11.53962492;-9.672227658;-11.12342425;12.56915788
38;sf;353.8862944;394.0219966;12.86699676;0.11065723;13.60973203;11.6046156;7.727367422;-0.072665495;12.71949634;12.3744866;0.140573357;11.28355863;11.49199398;-0.600803913;-11.33479539;12.51349747
39;sf;353.8379828;698.5822604;12.52490136;2.682161001;13.21077942;11.20076958;7.889325523;0.925462367;12.40630918;11.9580951;2.157960117;11.04457136;11.09553452;3.726562756;-11.06934962;12.21575843
40;sf;1064.422417;570.7258123;12.52111103;-1.145207622;12.886277;11.50829377;6.573478005;-0.513280959;12.2982894;11.80138904;0.269821186;10.93294922;-10.81055511;8.104576226;-10.78204261;12.06187371
41;sf;1106.293687;475.8660508;12.21409305;0.308516886;12.2641542;11.48202302;6.908066668;1.200486413;12.05349632;11.32777535;4.20026014;-11.1252544;10.16138484;0.951419441;-10.47475356;11.7818589
42;sf;550.1323529;216.5851159;11.37709954;-0.375270329;11.81245746;9.963557292;6.488450094;0.607450055;11.10904207;10.66363346;-1.463861115;-9.603406271;-9.547833929;-0.367935024;9.587492089;10.870469
