¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;res;159.5331231;753.0272234;26.84863074;-0.448282173;33.10560937;12.69416344;21.86989431;0.458643312;33.01390164;13.35453125;-0.057286631;29.55805749;12.38326731;1.415830766;17.0557079;18.09274669
1;hex;828.8204499;514.7237219;28.11858282;0.115904552;34.16846218;13.30920153;26.7534494;-0.10583633;34.55845975;14.20671637;-0.282511086;31.31695974;-13.29489095;-6.283185287;18.89012642;19.44908458
2;hex;117.6184313;254.0765381;31.15771476;0.185602439;36.7328014;14.54485767;29.04727866;-0.194352325;36.71710954;15.73509803;-0.227552345;33.24600048;-14.52399136;6.283185302;-20.81399869;20.98131373
3;hex;697.6760573;679.480514;30.29242422;-0.116737972;34.60770175;12.52704967;26.66566792;0.108904599;35.84726425;13.4702507;0.256762792;31.924562;12.52194754;6.154957027;18.985797;17.84726427
4;hex;392.2175213;498.4777663;31.06203839;0.627308194;36.78574661;13.85373455;24.17422846;-0.641567141;35.56703615;14.5678566;0.243921486;31.65255265;-13.81022492;3.333935036;17.81289858;19.62802065
5;hex;845.8734274;304.5242089;24.67251722;-1.648859133;27.77120821;14.03425285;17.42848815;-1.482878727;26.21237362;14.73216201;-2.15285977;23.18205465;-13.8824469;-3.636147107;-16.93341176;20.70826501
6;hex;204.8760089;225.8777263;32.42539052;0.379088095;38.87958345;13.90311322;31.2563921;-0.375486383;39.16137071;14.90264305;0.013482557;35.30606178;-13.8228686;-6.29E-10;18.42225349;19.86435436
7;hex;382.0554718;319.3100272;27.46166023;-0.117860275;34.43016024;12.25592696;25.29550319;0.121373039;33.4549046;13.0762908;0.248083205;31.39255079;12.25953184;0.929654972;15.18830045;17.59448809
8;hex;353.3854692;792.380349;28.91913084;-1.842942207;36.36714935;13.41557953;24.98090355;-1.295005465;35.15442006;14.41695894;4.028857576;30.74996833;-13.41557926;-30.64655691;-15.96692514;18.50712861
9;res;588.7394623;830.7669598;29.7503992;-0.272357198;33.45550457;11.16041279;28.17211664;0.25650502;35.27206937;11.57600783;0.085822833;30.46314974;11.20898228;1.236584344;15.82272407;15.73835573
10;hex;108.6128266;620.3636843;26.19033592;2.245537277;31.54987819;11.80820387;22.10331558;0.886130545;30.97536831;12.40550244;-0.489732391;27.44392735;11.80820384;6.379356491;-13.85723501;16.5353681
11;hex;607.159246;619.4105263;28.23406359;-1.935891154;35.35812065;14.19579607;26.78994676;-1.179821869;35.32150325;15.40213003;-2.358505725;31.37254541;-14.18151769;-5.99467165;15.72504457;20.06759699
12;hex;796.1549563;708.7765001;33.43899549;-1.677531999;42.00948223;12.61239527;30.18173966;-1.475658276;40.98038356;13.18606832;7.410005816;35.97018619;-12.61239548;-2.853079013;16.92407322;18.28038353
13;hex;968.4586061;155.6589655;25.62109268;1.978558251;32.6668213;11.7839562;21.90839909;1.173637889;32.26997114;12.51956974;2.397791287;28.71317836;11.66248213;0.737312557;-15.63188423;16.20445839
14;hex;952.4685705;100.5179862;27.38367814;0.761631861;34.13930477;10.9368176;23.02200608;-0.76456838;33.3759622;11.27186752;4.267264536;28.97928076;10.71879596;-2.500451282;-14.68131702;15.0707539
15;res;117.2893681;119.8977851;18.12128788;0.856056074;24.23214511;6.239959985;14.98363446;-0.880347986;23.25339213;6.569417317;1.129906852;21.69390251;6.163223783;5.326660334;-8.556365482;9.122184953
16;hex;280.3238049;845.3661845;33.84127246;0.174672191;37.69612753;13.77334115;28.58758856;-0.170513064;38.07947534;14.43845231;-0.217344311;33.31608995;-13.77334112;-7.469296827;19.8437267;19.75673782
17;res;817.769249;17.78035844;34.22455368;3.106824072;33.61833889;8.708414559;32.92889622;3.17709485;36.23038575;8.957638382;0.220955622;33.30835724;8.708414643;7.725753368;12.39407677;12.374168
18;hex;888.0041227;24.66878201;29.67429069;0.734461159;33.0102797;12.36616442;25.6353228;-0.716602588;32.95957154;13.13735746;-2.002863845;29.02771256;12.25396337;3.333967717;15.08215298;17.84178311
19;hex;897.8050039;42.82216013;30.71985961;0.147849355;32.71038158;11.75134386;26.7585983;12.4108358;34.92277259;12.19530896;-0.2395157;30.27859543;-11.6687371;-3.141592647;16.64374901;16.76652292
