¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;hex;258.0131785;265.4077788;27.64196841;0.207009671;36.84784325;14.43306096;22.27870475;-0.229414878;34.38860744;15.36338607;-0.250581111;30.51030179;-14.37807212;-17.27875957;19.90549939;20.52194113
1;hex;249.7384041;190.9600328;29.15953993;-2.30813789;39.2352307;14.83319674;11.39096174;-0.86018383;33.7892066;15.09450313;0.410130412;28.94699274;-13.69585381;-1.121997391;17.15191356;18.48790303
2;hex;777.7602429;205.2648472;30.71570345;-0.225117678;39.82318263;15.45352596;25.90904655;0.228707659;38.80475149;16.61385313;0.168635274;33.81437366;15.50767302;18.0801863;-18.69354551;22.01903703
3;hex;590.9899698;815.3541728;29.65299326;-0.36208072;39.32647178;13.42059412;17.36007337;0.290665672;34.60887613;14.16928155;0.115586421;26.53261692;13.13025409;4.712388964;-17.0600437;18.90887623
4;hex;218.7836657;619;30.13742784;0;35.21633428;15.37760249;20.43317607;0.04121889;35.41700862;15.39981529;-0.059088228;39.99999999;0.998255613;0;40;21.43685468
5;hex;1096.169424;189.8658854;26.24878897;0.552644074;35.26897287;13.63721509;20.89673256;-0.549071059;33.25934023;14.11728001;0.085629196;29.8359269;-13.06270401;-2.920620072;17.74685349;19.47023863
6;hex;282.8728265;223.5231457;30.71922999;-0.077912138;36.59143451;15.40513922;24.9530123;0.087671857;35.47676642;16.58678147;0.351654393;31.90395316;15.11005541;4.391818304;21.52015829;22.12954391
7;hex;1063.838608;689.9844531;28.47886629;0.067257911;34.25915493;15.53028987;19.29707156;-0.022396082;34.66829029;16.05416025;-0.388503502;30.90959691;-14.67337835;-1.028411131;19.25590087;21.78617593
8;res;841.3451311;715.2018585;25.42836788;-0.230406833;29.62872381;13.34378616;23.56423006;0.265210565;31.27435572;13.86843548;0.181342733;27.39958085;13.10845938;-1.570796329;17.81868851;18.76660813
9;hex;1119.235497;492.1781294;28.7979846;0.428335399;33.16869431;12.88891827;24.44925077;-0.467151027;32.49423449;13.30213505;0.036970326;30.24600244;-12.33628721;-3.141592636;16.13108719;18.15481821
10;hex;976.0590818;98.1962475;33.83593525;2.341702732;43.12748766;15.21871212;26.94368878;0.805177525;41.2859341;15.8869106;-0.374788735;35.59574303;15.12284689;3.878905201;21.19273776;21.21727278
11;hex;1105.347391;804.0123382;30.75878517;-0.115291907;36.17166697;13.21171333;26.95670525;0.135275243;35.99557602;13.77658323;0.273297654;32.12454059;13.18697288;1.314339782;19.04056792;18.94795674
12;hex;792.4651851;647.2641559;29.98971707;0.135690143;39.38111345;14.43846121;28.65490961;-0.137919763;38.29510873;15.23996799;-0.239050924;34.64745232;-14.36335204;-1.506682196;21.31281822;21.37794669
13;hex;933.7787775;461.5584245;33.78395619;-0.663584575;42.46697645;16.55119963;29.30996993;0.672444796;41.47190338;17.76952623;-0.272486488;37.24140615;16.37123742;-7.373125591;21.58269533;23.46549326
14;hex;276.5341093;678.8695441;33.65656824;1.623441678;41.03563385;14.88263379;28.8109067;1.505765448;40.75652473;15.436617;1.241242707;14.63786229;35.15286131;-5.000902589;19.60681008;20.80703017
15;hex;379.000649;60.78112734;28.4309917;2.201875812;35.69357766;17.8176422;22.03951258;0.914976784;33.83210489;18.43400479;-0.363828891;29.13685957;17.27810136;12.87119066;21.9669421;24.35842065
16;hex;624.7525847;134.2278075;31.04455184;1.721820281;38.48829851;14.66082479;24.5732627;1.39718902;36.47448609;15.38327075;-1.027961222;31.76977524;14.4881083;-7.245546171;18.05786535;19.76983038
17;res;739.6834998;71.19669688;31.68573971;0.310811269;37.07391262;16.19573067;27.73754527;-0.261723137;37.69693828;17.42040554;3.898224907;34.70949123;15.98643653;1.296807826;19.58565133;24.07557255
18;res;895.6554981;779.2938177;29.01530414;0.181648841;33.02049003;12.44674157;27.41746437;-0.219013199;34.852961;13.28767842;-0.207752137;30.33165444;-12.44674165;8.86E-10;17.42555082;18.31318881
19;hex;360.7827491;713.5614543;29.54418311;-0.07449591;36.98896487;14.1990268;21.00618076;0.14662832;34.09233783;14.8776009;-3.672061092;31.09335264;-13.47959986;-0.406054218;17.78697317;21.8127582
20;hex;354.0837214;91.62378837;26.84809314;0.436302682;33.70567711;17.01052241;18.49850726;-0.415772639;31.6784244;18.18821715;0.033747621;26.57056657;-16.44339121;-3.141592647;19.55061036;22.53726602
21;hex;770.7315319;593.9846824;33.42912263;2.159738226;41.09293926;16.57747769;28.7741756;0.95431006;40.15373183;17.73467702;-0.540432106;35.11562474;16.38840396;2.513274131;20.42599309;22.9618127
22;hex;757.3546067;432.8689773;34.83239916;-0.703366303;41.18674539;16.15535555;28.06536044;0.731288123;40.14457482;16.79322271;-0.247418699;34.55903828;15.9141699;-2.238448784;22.30947642;22.48842891
23;hex;583.6744829;580.0183566;35.4729793;2.064473379;41.96746251;14.32701135;29.07393032;1.100484957;41.22746931;14.76632568;-0.782052268;35.97617226;14.07475202;1.923424071;19.53627693;20.13292315
24;hex;802.194424;718.2698607;31.06822671;-0.357963916;40.07046566;14.52325955;25.95670167;0.367932664;38.62922226;15.09472169;0.061396033;33.340948;14.18321302;1.570796331;18.6465628;19.82238566
25;hex;901.3309804;616.9207177;29.73998119;1.823966026;39.14570149;14.9250491;25.05736883;1.317323004;37.48403838;15.98256957;-0.927028725;33.23513131;14.85349839;3.558334535;20.96147558;20.17634653
26;hex;936.2036545;774.0082749;30.30296028;-3.672123211;34.42482794;16.56848226;25.40760204;0.554891084;34.50197273;17.54374816;-0.036879612;31.09123602;16.25460122;0.741713972;21.89558511;23.75845528
27;res;998.3548927;503.4041446;32.03350039;0.854974142;38.19085478;13.10852988;30.33254905;-0.825438035;37.72202035;14.19339811;0.497220785;34.65745773;-13.10062139;5.413010543;18.06343988;18.48706366
28;hex;950.5916651;640.7953253;32.12623094;-0.864808759;39.36811878;11.83676776;22.0265137;0.854929208;38.36025426;12.18592626;-0.511802136;33.36964722;11.57737687;5.815288516;14.93654121;16.42756109
29;hex;58.29328512;215.765986;36.70419396;-0.656240945;40.89075538;14.46057147;30.87980063;0.651114816;42.67528268;15.27563654;-0.275283752;36.20668988;14.40124749;-2.083709398;20.3515707;21.3116463
30;res;99.49984331;555.2373163;37.5502713;0.912890379;36.28635014;8.912243417;36.23587471;-0.919206288;40.02072115;9.200612166;0.671955564;36.25699339;-8.913030258;8.687465369;12.13324664;12.45987611
31;hex;93.51074994;560.848579;35.96796133;2.301520037;40.87754452;12.82132251;31.07863615;0.857055766;40.54098628;13.32143012;-0.490503984;35.82675837;12.82964435;-0.833483761;18.03465506;18.23974969
32;res;478.0444631;461.6788364;34.00845714;1.795206974;34.35231336;9.559233648;29.02070771;1.32715834;37.35878695;9.760615909;7.781728651;30.96868503;-9.565562028;-6.507584781;11.91246818;13.29818149
33;hex;496.3057598;473.3577426;30.61736563;0.45066133;34.78766085;11.47315936;24.86724011;-0.457152863;34.7409233;11.8344494;0.147775695;30.81692584;-11.17888935;-15.45150672;-16.26705127;16.14717346
34;hex;973.0603925;572.4750834;33.57911567;0.626048736;36.58411214;10.80562852;29.84968336;-0.620444281;39.12416851;11.39238803;0.316574518;33.9752792;-10.82323224;-1.250225649;15.04470183;15.80161667
35;hex;1014.120768;388.4528521;35.99621206;1.630874315;39.11531197;11.04344271;31.95051196;1.488462934;41.9772452;11.55847096;1.329859506;11.04344275;35.57254115;-4.03919055;-13.10110089;15.91524655
36;res;1029.821129;404.6141004;35.81504018;-0.295315037;47.64205388;-5.99728238;25.49598641;-2.851294327;41.37145262;6.143457896;-0.109905311;35.48414011;6.022420939;7.789867476;8.71372428;8.613480562
37;hex;473.3554258;559.2236925;37.36807084;-1.72111252;41.66981109;15.46774011;31.95224762;-1.430571211;41.63016209;16.17095347;4.94238921;15.40028755;-36.60282575;1.025826174;19.93064778;21.51477888
