¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;hex;616.3865949;625.3983643;27.39971189;-0.305878865;32.6132146;15.54593944;21.05390229;0.332601404;31.45437751;16.44038775;0.218769301;26.86122025;15.54593945;1.24752411;22.16551389;22.67537115
1;hex;778.3561605;190.4407849;24.19453308;0.383843808;29.90145317;14.3426075;20.10475498;-0.388139421;29.20314874;15.19857262;-0.097423314;25.15482884;-14.28248642;-1.005488385;19.13557941;20.20632207
2;hex;1065.303491;323.6305764;29.10692329;-0.140457727;36.03361349;14.48198795;24.11962432;0.119762605;34.91562775;15.2366911;0.299687428;31.24753172;14.34838326;-1.570796331;20.21955691;20.29952676
3;hex;920.3640978;67.48270147;29.27075672;-0.318571541;34.48670401;13.2117095;26.78239868;0.337633492;35.35310084;13.62630389;0.087738857;30.70984387;13.09645042;-3.408962223;18.16488385;18.82906212
4;hex;832.8674458;834.0564677;29.64175747;-0.162623915;36.60148092;14.29413206;25.07601793;0.16610089;36.16302404;15.11544925;0.273888379;32.34172657;14.4111056;1.570796328;19.8808016;20.2411494
5;hex;786.7218707;342.5561737;28.24997703;-0.607296356;33.91439679;12.66079327;23.20169868;0.606073132;33.76537732;13.53192853;-0.193618053;29.44025497;12.41723207;3.525424581;14.86720491;18.09871103
6;hex;1051.64993;585.4421849;26.73056193;0.343273367;34.62378185;12.93875947;21.09858934;-0.337913894;32.50984769;13.68914822;-0.069366957;27.96632429;-12.6281724;3.278183617;17.16848223;18.02917776
7;hex;902.9773521;93.8066498;27.94616099;-0.308052886;32.38883815;12.17558571;23.54386822;0.315874476;32.50970803;12.90935255;0.097054646;28.39278068;12.17558358;7.661639224;18.17139083;17.78421719
8;hex;192.4911307;806.6955673;30.75052532;-0.731613671;39.75788831;15.33700726;23.41952398;0.717688662;36.95107509;16.5798323;-0.300172507;33.78915145;15.07609928;3.013364379;-17.78994883;21.57190855
9;hex;450.2525053;178.8536803;27.68012555;-0.664782441;34.75228822;13.46248846;21.53220683;0.620198117;33.63505237;14.01305925;-0.24563224;29.76541164;13.2670364;5.828662235;18.39346288;18.82503689
10;hex;341.6899825;666.6719282;27.86576911;0.534006001;33.79810971;14.06203932;22.67650442;-0.503403556;33.32096401;14.93314345;0.082579294;28.6676338;-13.88221471;1.218514058;15.53257253;19.55436493
11;hex;850.0169234;367.8394597;33.7710442;-2.090542949;40.67879701;15.42456344;30.48340605;-1.023205842;40.58871659;16.40954197;-2.503288502;35.17180748;-15.42486488;-0.934330989;19.91073957;21.19067841
12;hex;787.9619448;31.6253004;28.67452751;0.198053348;33.89328173;12.10808836;24.22237036;-0.217862797;33.41774883;12.66512724;-0.208997665;29.05779532;-12.03014396;-7.469296821;17.45598367;17.75108188
13;hex;762.2885621;452.5703431;32.56583888;1.922717809;38.05429158;15.49492651;26.89063694;1.202993911;37.5758808;16.25317817;-0.765187107;32.81907715;15.44443891;7.218628498;18.36652241;21.80306583
14;hex;1109.376658;765.578029;31.40089073;-0.752973075;37.19988407;14.15185488;27.09597642;0.720758344;36.8393856;15.15138411;-0.354936442;33.68444251;14.12900245;1.378453913;17.74678325;20.38768094
15;hex;82.79720863;665.6333047;28.6786993;1.634539631;38.6131413;14.00488011;29.16527202;1.509844072;38.91914783;14.90862191;-1.125081772;34.86400698;14.00487994;6.892269599;16.63668061;19.60907528
16;hex;714.8538602;555.3604014;30.62490735;-2.070834682;39.52940197;15.13175385;26.56954877;-1.076360718;38.18968734;15.96626049;0.570947026;32.25993125;-14.68545794;3.782734006;-19.140668;20.56468764
17;hex;656.0011395;90.57220997;27.09431631;-0.581508059;35.91596522;12.63704629;23.3443165;0.550240354;34.66398675;13.35068547;-0.204948956;30.35674749;12.53733051;-1.634095913;15.45679995;18.14537137
18;res;1071.263897;371.0876353;28.95128141;0.809203179;34.00833915;10.41945404;30.97759997;-0.786310265;39.56170571;11.20251407;0.504157571;33.09093565;-10.419454;1.025826171;14.30857422;15.16287563
19;res;737.6310941;189.4051592;18.92475543;-1.755757854;21.23703281;10.36966162;17.86067965;-1.412832987;22.48983839;10.94108394;0.897241504;19.45053112;-10.37134561;-0.770467654;11.85209183;14.1131594
20;hex;802.7581788;592.8565242;28.58782408;-2.393794455;35.4601821;10.16814943;15.6884914;-0.682933274;33.66713677;10.66533093;0.405576741;26.25675784;-10.07754708;0.34906586;-12.41541286;13.85844105
21;res;648.9249011;134.011481;29.79861269;-1.940520093;40.12890554;8.643929147;28.62091722;-1.217357423;38.79232708;8.857043946;26.57990765;-8.691963726;34.3194345;2.981307296;11.80658489;11.94896319
22;res;211.7847727;123.2639523;31.13138046;42.94729851;31.41774494;-6.919180032;29.00529439;-5.245430337;36.11839947;7.09100958;-1.262380846;29.49524663;-6.917224593;5.577929806;-9.130860742;9.629340475
23;res;191.2907251;139.44987;30.48490173;-14.6754057;30.30358027;8.792067122;27.08869008;2.088751155;33.49801297;9.001899001;4.463513337;28.29284996;8.78231667;2.917193175;-11.78175633;12.46796324
24;hex;357.946665;719.1305009;38.08827609;-1.695925338;42.17914078;14.06752895;33.67690296;-1.446321611;43.4404243;14.6343145;-1.356232458;14.01992129;-37.55445509;-0.609084298;17.35734166;19.42928855
25;hex;394.803164;722.9791849;32.61516136;-0.334834821;37.60829526;12.99596119;24.32766367;0.318526558;35.60142731;13.65030238;0.060584052;30.85015017;12.91425254;-10.24432386;15.89473927;18.70440364
26;hex;368.5609557;749.8385398;35.5292224;-1.57045591;38.11830754;13.0843069;32.11190815;1.561006492;40.19972319;13.83212192;-1.214758771;13.08430346;-35.22034808;2.179880616;15.2727111;18.90261037
27;res;217.9955681;789.3230677;35.46144906;-3.914844584;34.08715197;10.53544094;34.01508651;16.46473666;37.75622814;11.05593475;-0.473251789;34.05803853;10.53543078;8.527180029;14.90848982;15.08264522
28;res;260.3895164;818.636034;34.6068279;-12.51160436;32.76601771;14.5126854;-0.795600673;12.66051075;35.92746179;9.690938956;0.190789317;32.54643343;9.249035705;1.570796317;13.44847604;13.69708019
29;hex;247.1806362;783.9891312;33.85221493;-0.09729085;37.06840168;10.93379651;29.70380156;-3.042058759;37.76520589;11.39306765;0.21957089;33.44247074;10.91089532;1.570796328;15.81396192;15.55113264
