¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;hex;220.7855933;756.4963003;29.83289682;0.531709258;39.581657;14.86778964;20.97309394;-0.554508423;37.24729696;15.75780238;0.112185606;33.15819823;-14.06613229;0.267369583;19.66965361;19.9139643
1;hex;470.1228841;151.2758065;30.338724;-0.478663625;36.95513331;15.61594897;25.61449905;0.529540164;36.00615229;16.22464455;-0.054073402;31.8283165;15.05959579;3.091915723;19.29560765;21.64737678
2;hex;216.0100901;227.8874848;28.87514452;-0.369994844;33.34188217;15.12530136;23.48439279;0.367117679;32.60885914;15.95922221;0.10820412;28.71999667;15.00773917;1.251881168;21.30194462;21.55846522
3;hex;853.0314775;277.2318503;29.34302142;0.069059367;36.60087998;15.43037117;21.9760948;-0.062779052;34.68066451;15.99780439;-0.423684579;31.00912583;-14.76988987;17.40698775;22.56455622;22.37297219
4;hex;642.824669;465.9052697;30.73307528;-0.32253837;37.42658121;14.65296343;26.82810074;0.325120569;37.56793098;15.49630747;0.100952427;32.83163376;14.49732947;-1.570796334;20.24733495;21.52836716
5;hex;450.0672999;721.7137947;29.7100197;-2.253396575;39.64872008;14.51341808;22.41555035;-0.883302801;36.98059702;15.229418;0.495546596;32.78685943;-14.15375886;8.656090352;19.10043996;19.60759695
6;hex;658.1010628;76.03872938;29.70367144;-0.30499013;39.09804552;11.45123519;27.61722641;0.322179296;38.83358442;12.17895102;-0.024874119;34.42529887;11.30125247;2.885136106;16.065749;16.09231786
7;hex;446.9182844;183.7691574;31.85313508;0.089883765;41.04060119;16.04467646;25.8555686;-0.074116267;39.13410352;17.25979827;-0.36057518;35.31523476;-15.89780552;1.827252851;22.08699742;22.80076988
8;hex;174.2022253;241.0873276;27.32961043;0.329860154;33.83341935;13.2400684;22.08488692;-0.32454763;32.54481498;14.09114293;-0.097734612;28.56495019;-13.12535881;1.570796327;17.99894656;19.35829183
9;hex;876.8502904;121.8074489;28.59802937;-0.444106763;38.06034205;15.12256623;20.67660821;0.452500683;35.33801463;15.72970205;-0.048729625;29.93249208;14.61548348;3.125454588;18.92171607;21.72458113
10;hex;135.7124169;829.0858906;25.69229917;-1.964260585;32.8291125;14.28800047;20.27133048;-1.15229983;31.58054402;15.00275163;7.026399849;27.88583005;-14.33984712;-5.843104596;14.76392584;19.84721056
11;hex;800.1311035;591.8944999;29.98996021;0.786583951;34.78677843;14.70783081;23.46910921;-0.786503959;33.28315518;15.64744659;0.351550726;29.5812191;-14.53676783;5.481758608;20.47666122;20.47065537
12;hex;712.1466889;298.7328673;32.72294133;1.894114928;39.42369217;14.7252154;26.76299381;1.247204531;38.86222635;15.35629921;-0.80702208;33.04406877;14.62474848;-2.478367534;-18.77999173;20.22889252
13;hex;877.5597724;166.4060546;35.53847638;-0.78539816;44.47034571;15.50087726;27.6094442;0.775281809;42.2672525;16.17427065;-0.396398695;37.01581924;15.44724382;0.865540826;21.85118934;21.92155091
14;hex;936.0809682;363.1077707;30.08215425;-1.891588351;36.99072677;14.32672397;25.21707853;-1.24191727;36.20682267;15.06960116;-2.309969343;31.17449961;-14.27215041;-7.020497849;18.87327614;19.95041218
15;hex;393.5519135;175.0661479;33.90470296;1.898405049;41.72378788;15.38908801;28.86010022;1.237950017;41.58663352;15.96252905;14.80734939;36.30479816;15.20359172;2.308108876;19.16817457;21.37451225
16;hex;267.5320813;184.0748681;28.60486712;1.912777664;35.84340086;18.67330741;16.99814802;1.230285644;32.65579881;19.09645848;-10.20259054;28.46063962;18.08798426;0.670437885;21.11904743;23.37179273
17;hex;397.7246111;616.5532325;34.41102039;1.581392961;41.39127037;15.14332252;30.12725315;1.564148911;40.60749864;15.38557139;5.147447499;36.69799211;15.10344035;1.322775849;21.89777591;22.70151025
18;hex;220.669607;592.8760958;30.15887239;0.14423327;37.79223992;14.67924269;26.17660512;-0.114046233;36.3691461;15.85794604;-0.242924824;33.43296627;-14.45449828;-4.584160701;20.6188185;20.61468103
