¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;cub;357.8382137;480.7819227;31.78025107;0.620249465;29.612924;23.0942822;24.34925707;-0.47074858;30.32217089;24.88056902;1.319866491;27.4400211;23.09433612;9.321736034;24.28876108;28.433282
1;cub;1026.262635;191.9901149;26.19977855;1.178103651;21.58714424;22.25183655;21.20704065;1.043176599;24.83130432;21.69798872;3.518183672;22.25043834;21.52945135;5.129130869;21.81975706;23.25857707
2;cub;658.7559566;314.0689964;21.18318544;-1.619957301;24.80554477;19.6009734;0.829470534;-1.494797241;18.85675576;15.88069463;1.481055309;15.80110866;-15.74345208;3.049915668;15.76340027;17.10098927
3;cub;338.0804588;796.2648384;27.48608613;0.989307041;26.72795235;27.73121164;1.656590376;3.251761896;22.44353902;20.59980419;0.940708904;20.44628301;19.31500479;7.263544434;19.86906898;21.66861014
4;cub;889.7889328;307.694402;27.47174378;1.313827378;28.74208224;18.02186197;24.21975118;1.757933147;30.2502842;18.99417102;1.856592707;27.26039535;17.84964857;-5.714739465;18.66802865;24.12329981
5;cub;991.01988;226.5046413;26.32693545;0.885066815;23.17953897;19.82282986;20.8643101;2.332278532;24.3055808;21.47858305;-2.98690017;19.82282971;22.13377352;-10.85295155;20.7556505;23.3055808
6;cub;299.9826319;572.1975061;27.20159504;0.352609603;24.67172503;26.93318849;2.722799354;1.447564707;22.12246993;19.92569498;3.555803022;19.82739725;-18.58357063;-2.734883323;19.14247578;20.80104136
7;cub;57.21806372;306.4847922;26.54120199;1.286175868;21.69444513;18.82791745;20.11707753;-1.039955597;23.8482865;20.21353747;0.568279775;21.41599794;-18.85087089;0.564269356;20.41028146;21.98428647
8;cub;996.7770481;140.1685261;24.25925547;-0.645717058;24.54610873;13.22317367;20.28976173;0.594628097;25.89003865;14.09590941;-0.103561205;22.12993068;13.19324359;7.597525074;-17.19078788;19.25059942
9;cub;853.1563175;769.3053968;22.55742943;0.930876811;18.67807676;17.81497131;18.32761057;2.106952596;20.24626978;19.33121096;1.715180124;18.67446293;17.91458852;-4.567872071;18.33950638;19.87126978
10;cub;141.993847;597.3125151;20.86105839;-1.21453423;16.65043257;15.92026102;16.31059519;-1.241660706;18.86883177;16.79074519;-1.986606123;16.40058353;-15.91953723;-1.998284588;16.26266076;17.55185282
11;cub;87.90398067;355.5132901;21.71765059;0.510696079;21.38266519;18.53583673;12.95883696;-0.25536978;21.1918736;19.13068077;-0.583727143;17.00348627;19.19394483;-0.569109219;-18.2723322;19.86558284
12;cub;352.6440438;323.1686108;18.84531027;2.056967269;18.88972331;13.3765874;16.21366056;1.058276509;20.22722618;14.09586441;-0.53007067;18.21453149;13.16449344;5.981915074;-13.65459368;17.62722618
13;cub;886.9624793;731.2657293;18.08036404;-1.178305531;17.54805643;13.36667796;14.32972932;-1.967776736;17.4529639;14.86462423;-1.859309932;15.80507136;-13.49830122;2.853080297;14.6224077;16.44236389
14;cub;951.9452116;646.3483679;16.97629564;-1.078933577;14.97831673;13.02918335;13.88357442;-1.592364036;16.9031214;13.94132857;2.807541619;14.59244233;13.10359303;1.334603927;-13.69994732;14.98453778
15;cub;28.81571177;768.8530809;24.90042938;-1.342298759;24.30753683;14.95337199;22.1097234;-1.732978957;26.13362637;16.2109745;-1.908151334;23.5437171;-14.95335396;-3.494220407;17.67951473;21.35180815
16;cub;94.10185513;210.2065461;24.37082644;0.080904105;19.92786125;17.93971584;20.36981399;-0.098340688;21.68602287;19.18227831;0.810974614;-17.93971598;20.04337827;8.783636603;-18.81108476;20.63184505
17;cub;266.0196432;35.91938852;14.14109456;-1.077541732;12.13394425;10.823321;11.23307761;-2.144954207;12.86012881;12.05792402;-4.960455763;11.69773302;-10.81403556;-22.26917556;11.08073553;12.30186378
18;cub;1041.020334;115.5925984;20.92002629;1.123623071;18.41993367;16.58429632;17.5219875;1.899112137;20.22216747;18.16008423;1.847365522;18.09136783;16.4659606;-5.896599692;16.9493883;18.66132092
19;cub;507.4415704;542.7628514;16.97812986;1.13815295;15.73302455;13.51998306;14.03094308;1.835510047;16.78727804;14.55028471;1.892892753;15.2173618;13.3017473;-1.177200237;-14.00546706;15.69636895
20;cub;663.2946574;266.7064287;18.13384786;-0.508053186;14.5440197;13.87730064;13.39849308;-0.036897673;16.06167412;14.71433052;-1.270828206;13.83041923;-13.95357698;0.304416654;-13.83062066;15.56167412
21;cub;425.7700258;543.661671;18.67912637;0.742878319;17.69875386;15.43430025;14.31925782;-0.488057454;18.50135919;16.28714532;0.017979035;15.16712127;16.73924438;0.011758869;15.85153147;17.24348702
22;cub;219.0377693;770.6552945;18.04815973;-1.004014332;15.9065685;15.34197226;12.36582794;-2.02834038;15.9827247;16.70203318;-0.178473288;15.0533454;-14.96619997;-6.421435116;-15.11323455;16.43695547
23;cub;45.64682506;506.975233;22.21493408;-0.221740732;20.06215611;16.439819;17.41923915;0.145223614;20.47262885;17.67954821;-0.91601291;19.36336493;-16.37144886;-8.891908832;-17.25947074;19.58373996
24;cub;593.2944705;752.4388638;20.51944898;1.397719499;21.53913909;11.2915872;19.90269293;1.774173164;23.49622353;12.06190246;17.60030887;20.81834328;11.29192711;-2.773959439;-13.39436784;15.80057139
25;cub;768.0907861;634.7555681;19.53121406;-2.668969578;17.59241187;14.07286108;16.95733283;-0.736421832;19.05896629;15.27149719;-6.455645785;17.46595035;-13.96904264;2.80730812;14.87176158;17.40618853
26;cub;822.9121278;812.7305737;13.2788972;-1.352127399;11.9093769;10.22306438;9.942807454;-1.466587304;12.71995891;11.08182051;-2.092365548;11.19077176;-10.22306419;-13.15265892;-10.3986131;11.86995891
27;cub;201.8681902;599.9228994;17.14761213;-1.110950201;14.50876736;12.62194743;13.63160597;0.861975824;15.88119698;13.49486615;5.900163688;-12.63491418;14.09028243;-0.341923021;12.93550066;14.89830502
