¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;cub;187.5287451;281.2804338;28.71939143;-0.019997285;25.14518021;19.62444766;24.63997875;-0.016082275;27.04950747;22.25984257;0.647799495;24.88289579;19.62446591;5.626776681;22.17766502;25.339508
1;cub;460.9352743;663.8893324;28.95808415;1.159731913;25.18467959;21.68560559;22.5052769;2.067557982;26.84438531;24.06728827;11.30536257;24.6825809;21.68561756;9.795345991;22.87857817;25.46938529
2;cub;149.5605828;602.6204441;28.4714564;2.451718532;24.03609457;22.66464317;21.64609273;1.357866167;26.48956689;24.24988886;1.685484124;22.64351465;23.24841633;3.314778461;23.00661226;25.07067272
3;cub;538.4795887;451.9734081;24.49943912;1.233689451;25.10844724;19.05922425;16.2589248;1.802801516;24.75279264;20.01011018;4.864972763;22.09671117;18.48645083;1.720581271;20.00036778;22.73626481
4;cub;337.0964673;613.9797619;24.56454052;-2.312743568;22.08789612;18.32809461;16.18932829;-1.260104827;23.847656;19.07948435;-3.032567209;20.90444428;-18.32809462;4.564535865;19.93621812;21.347656
5;cub;189.1918911;568.1233268;19.89174869;-1.476909145;18.21271972;13.96190224;13.20020841;-1.672424945;18.01398011;15.88831255;-0.678293294;13.77316864;-16.66781783;0.038327847;-14.80127361;16.84004773
6;cub;203.3368106;764.685791;22.19047811;-0.564886969;20.71933179;15.51769531;18.55360466;0.69182136;21.86178429;16.5998479;6.427076603;19.72216571;15.21979641;-3.022233254;17.29374855;20.37803426
7;cub;278.9790285;276.3257576;22.86220373;-1.859297154;24.34824548;15.06039812;17.84326914;-1.320987659;24.6584288;15.9014722;-2.479765119;21.57309922;-14.871364;-4.257983427;15.75056056;19.60705303
8;cub;726.5755075;463.3679375;20.37434273;-1.183217078;18.45391073;15.98295506;16.70080013;-2.11400286;19.46174092;17.44070212;-5.077338875;17.89320499;-15.99701617;2.744893625;16.75604832;18.57285203
9;cub;864.6588235;770.4153584;24.84515567;-1.756172739;22.22793107;18.18525262;21.4990183;-1.228717295;23.70404017;19.95948986;-2.449901024;21.73547406;-18.15241894;-0.988097717;19.63472548;22.30404016
10;cub;573.857162;385.4873419;25.67747464;-0.652846607;24.43137115;12.54354653;23.33914803;0.580658775;27.67777187;13.29334607;-0.174013467;24.16269318;12.5435463;7.725753372;15.90089558;18.086863
11;cub;370.2535328;720.2802993;19.35633937;-0.114239832;16.91034759;16.02891422;14.61772633;-0.645377024;18.03015017;16.98885147;0.711996904;15.93282377;-16.10473261;13.280845;-16.00942402;17.31268076
12;cub;613.54276;567.7932379;16.35945819;-1.913030928;19.29692609;13.39126434;5.962822956;-1.436355572;15.82863491;13.43211054;-2.007500149;14.0170206;-12.54361878;5.863680417;13.00303219;14.46262184
13;cub;1039.763677;699.234706;21.77306928;-1.599889058;17.60149226;16.71312406;16.94577843;-1.342472873;18.8662155;18.03934528;-2.36807643;17.28981624;-16.71292718;-0.817767428;16.82836822;18.5862155
14;cub;370.1621517;218.7410805;22.55050914;-0.142226913;18.54456855;18.38883234;16.13683041;-4.739587424;20.67480861;19.22037761;0.655115184;18.17983208;-18.00858798;5.362847255;18.07411159;19.92480861
15;cub;605.1332046;85.43093093;16.99991374;1.142488982;14.43768662;13.63735026;13.85648675;1.536983638;16.06547198;14.49018803;5.047110005;13.65541824;-14.14674037;6.635424905;13.86843185;15.17494464
16;cub;809.4723667;49.23820049;20.6748322;0.81768426;16.40889049;16.32936167;15.0968552;1.394365637;17.94638523;17.40836711;-6.196620293;15.98621493;15.99180433;-4.626143588;15.98979053;17.5596066
17;cub;650.3448333;841.5494887;17.97067474;2.231101582;15.89289807;13.15543061;16.11311125;0.937783575;17.71148617;14.35863628;9.206369487;15.99722881;13.05082089;9.206104212;14.15698958;16.29481951
18;cub;476.9749756;127.2019144;21.00238432;0.962951823;21.61360992;14.08771407;16.47585378;1.995772683;22.43750784;14.55918508;1.573829685;19.59438368;13.92256841;1.817564863;15.00594242;18.1789927
19;cub;138.1183206;182.8287532;22.64687604;-0.387260838;27.86371072;17.3888598;8.553194329;0.465380591;23.23949339;17.240563;-0.228165518;19.71590364;16.1418732;-3.444251148;18.05015927;19.98820406
20;cub;317.5591677;785.8956154;17.79904876;-0.945311279;13.90587924;13.86352667;12.72371777;-0.261643541;14.53267437;14.91142972;-4.934020649;13.79103625;-13.47041219;2.929672565;13.59284509;14.68950574
21;cub;273.7992415;670.5788622;18.03587215;-0.561289934;17.12126964;12.27333413;10.47215693;-2.55117036;16.23320733;14.10087594;-0.806501254;12.08532747;14.75876691;-0.558467582;13.42696651;15.52912338
22;cub;535.7844047;808.8685664;17.30119335;0.145121204;13.34545703;14.38950966;12.96005456;1.01354005;16.36093288;14.14232213;0.966802887;13.26622051;14.38929698;-13.25326248;-13.65579197;14.97536129
23;cub;244.673411;254.2820356;18.07827302;-2.351670211;14.64077049;13.82294976;14.69782877;-1.371088276;16.36057202;14.78588072;-1.597412071;13.81959003;-14.6874986;4.686881743;14.29454775;15.80501646
24;cub;645.262946;576.3407757;14.67478162;-1.077405757;12.61484731;10.59750044;12.62588181;-1.743247031;14.07397598;11.93002598;-11.20046071;12.61216015;-10.57174739;-3.34647914;-11.72107541;12.87777709
25;cub;387.266071;294.8854456;15.5021582;-1.115927139;14.26945632;13.23576114;11.07139262;1.778844393;14.04918715;14.76682103;-1.933444164;12.98660791;-13.1211938;2.782785176;13.10586509;14.49918715
26;cub;408.961314;398.5157018;16.46445111;0.710869516;12.29794174;13.94257267;12.1154656;0.540094323;15.54441841;12.91002306;-0.128428226;13.88214823;12.2627603;-3.271358193;12.78032705;14.19486323
27;cub;93.14400481;424.2572746;15.39175873;-1.525150129;15.08554771;10.30240131;13.41990268;-1.713664288;15.73843988;10.95907359;0.985819961;14.23700295;-10.30686405;16.66967531;-11.26071544;13.97653512
28;cub;887.4392058;523.1710789;22.37716602;-0.355760083;16.53957244;18.10133848;16.14503231;-0.854841885;20.16621664;17.6890431;0.472294918;18.07403339;-16.36971197;-16.91053305;17.03847269;18.79121663
29;cub;787.6390122;129.4009323;24.09925883;-0.109713607;23.28929083;14.80955431;20.64573183;0.102617175;25.07000298;15.58170171;-0.684086592;22.70197255;-14.81387589;5.305565907;15.92011145;21.40333633
