¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;sf;41.4395244;675.7941779;11.6563395;0.141597042;12.9407242;10.33422073;6.780914949;-0.188934828;11.82061199;10.88309402;-1.257407456;10.44379281;-10.02339268;-9.237283056;-10.09641124;11.33386756
1;sf;734.1608579;826.7500745;13.908448;0.160258613;14.39178204;12.8516422;6.800294708;0.717665662;14.07842348;12.61087578;1.667738748;11.40895207;12.12337729;-8.147245006;11.72860181;13.30790139
2;sf;1130.690949;362.9039735;10.18898815;-0.064505922;11.78843707;8.441968725;6.302056103;-0.000201724;10.84376533;8.780264935;-0.008609536;40.00000288;-0.070568343;-1.138162066;-8.684022608;9.716233984
3;sf;20.24324324;626.5903272;10.98333848;-2.413514158;11.6815366;9.95904434;6.107020453;-1.25676081;10.68957028;10.42729501;3.884967618;9.33747661;-9.873573653;-0.07177916;9.531183572;10.55537493
4;sf;624.7568801;126.4868286;19.73241682;2.801870252;20.37472008;17.66488042;11.54599177;1.164126271;18.83523842;19.14915039;2.005740121;17.0025362;16.84731655;5.217481051;16.95817044;18.92183126
5;sf;542.5697951;843.4800699;18.95987916;2.005058434;19.24520807;17.46645873;10.4811513;-0.014344466;18.84268094;17.55446195;-0.595863256;17.51707766;-16.03735838;1.822623503;16.38511964;18.18839522
6;sf;962.4872495;680.0289162;15.61821987;2.31060766;17.75032591;14.2517782;8.099481194;0.628972152;15.96061325;14.54645285;4.439654135;13.30531695;13.79933092;-0.341846697;13.62560853;15.25227992
7;sf;702.7395833;789.1060148;18.38184687;1.885051708;19.46158474;16.41511897;11.34570319;1.220926889;18.06012404;17.23173185;-0.415032579;16.16669205;15.65108119;-5.136455557;15.98239896;17.65584476
8;sf;850.8022918;776.2506527;19.57199677;0.986615916;20.12884067;18.82089642;10.5223048;0.549759048;19.77653719;18.61011811;-0.439411469;17.27859597;17.15249011;-9.359400136;17.04893464;19.25360235
9;sf;964.9036801;833.0019688;19.54749568;2.112026531;22.1570229;15.50991326;12.7814407;0.964814948;20.91115588;16.90661046;2.828393914;18.34371441;15.31284797;17.02964866;-15.91074746;18.70480667
10;sf;676.6560678;172.70469;20.84713652;0.754286818;22.5106912;18.3818757;11.97134689;-0.353161338;20.92573439;18.90481102;-1.031338801;18.87277693;-17.85047711;0.71790068;18.20135074;19.98805908
11;sf;937.005194;599.6370302;19.33717443;-0.348486154;21.14740853;16.57990229;12.05378298;0.228700449;19.72384844;17.55342708;2.083248039;15.86808119;17.49368152;-5.741270918;16.46760965;18.72384844
12;sf;434.2008032;83.35152374;21.93426337;0.820038367;23.44475208;19.26127654;12.89161547;-0.475280243;22.66456947;19.83461235;1.222377144;19.80858595;17.96923678;3.431720991;18.83663673;21.07028375
13;sf;774.2435241;806.9399721;19.3703051;2.129165897;21.13522696;16.00916326;11.89608305;1.214151482;19.80873647;17.21568231;2.717906104;17.59430606;15.52873766;0.335073687;16.60865435;18.41851966
14;sf;24.02777778;572.0219444;20.47423407;-0.075987622;21.39301329;18.74003821;10.14031828;-0.562926484;20.04744;18.83615129;-3.300255695;16.90884677;17.73473652;14.41628;17.46126424;19.50577333
15;sf;197.7396118;724.4124007;21.19713099;1.395552826;23.01770116;18.61130491;11.29147306;-1.069952424;21.56891629;18.59750026;0.486934006;18.85409771;-17.17009904;2.716227061;17.73719637;20.0728124
16;sf;978.8414423;640.3897024;18.87727636;2.022412953;20.11969476;17.43910283;10.17705849;0.386689014;18.89023954;17.66552641;2.572353202;16.57422368;16.66610896;-1.872676723;16.59362994;18.25447402
17;sf;677.7326899;125.8149392;20.1648575;0.259582841;21.7246812;17.33421507;11.88031544;0.00536623;19.88584257;19.02906775;0.320195756;17.53887882;17.03147224;-0.353725754;-16.85597646;19.388496
18;sf;1103.27756;82.09001957;18.76194785;0.333360858;21.49066486;15.82925811;10.9830313;-0.241708787;19.6147838;16.41836158;-1.78912484;15.55929234;-17.28822123;10.82013694;15.97643164;17.99939918
