¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;sf;560.7030457;106.928088;11.50866122;2.356194449;12.62078666;10.44747274;6.192965276;0.570222655;11.51842;10.91143675;0.086193664;10.4709017;9.990253032;2.804442065;10.13270918;11.19142151
1;sf;986.4723347;133.8704453;15.89033058;-2.674147739;16.57171563;14.36797409;9.380797468;0.524149298;15.5889392;15.10759371;-0.835866901;14.08266442;-13.75138344;-1.001985098;13.92428467;15.34223864
2;sf;893.4292743;240.4452645;9.710648788;1.469615266;10.71037563;8.403655711;5.262431798;1.36747692;9.854164914;8.636426574;2.051739024;8.668672585;7.982721682;7.119661668;8.372866902;9.22992659
3;sf;375.3998123;738.342875;19.29347383;-0.197499509;19.76874526;16.62272313;11.3145774;0.212678094;19.06298681;17.82583425;-1.171383966;16.96593798;-15.88027049;-1.202221733;16.38920076;18.57255875
4;sf;604.7689611;788.4748247;18.89724873;-1.79278788;20.18769673;17.04797681;10.45622669;-1.766184157;18.51315291;17.80369526;-1.189358693;16.05895153;-16.00674294;-0.789120561;-16.31565736;18.1967555
5;sf;145.4312965;681.8882962;18.711066;-2.241779415;20.82135993;15.97875683;9.921798045;-0.896207501;18.99703268;17.05994699;0.086374289;16.84862124;-14.85526016;1.477615234;-15.55568567;17.97133963
6;sf;337.4706362;840.7479608;20.35851956;0.230273952;21.62920662;18.17547558;11.76546312;-0.566727336;20.02497309;19.49459071;0.121123686;17.76940902;-17.54664932;1.397589378;17.79478607;19.74714118
7;sf;643.5418167;761.5234094;20.38580841;-1.930401632;21.23833742;19.1478571;12.12204656;-0.206115336;20.28165615;19.60630987;1.879690741;18.09910666;-17.79512768;0.245694446;-17.96981905;19.87479341
8;sf;462.086807;841.6753336;20.2654195;-2.045994394;21.26125638;17.70685343;12.78445757;-0.634789216;20.49320525;18.86750159;-3.229898766;18.52103725;-16.69339532;-2.699874116;-17.51186016;19.6506472
9;sf;21.19646799;582.5230211;19.08728479;-1.102997533;18.198838;18.5570963;10.15315895;-0.652923265;19.87652148;16.89894162;0.103833674;-15.34922098;-18.16455176;-1.502724798;16.01480265;18.28628642
10;sf;961.9513782;66.32511556;18.25027412;-0.482030973;20.30725858;15.51238765;11.25770276;0.552129005;18.87493115;16.41027583;0.748506601;-15.25685899;16.91690438;0.731084164;15.90701716;17.76677998
11;sf;149.468055;507.9376682;20.19023681;2.072927406;21.08251837;17.76336409;12.08783938;0.301430758;19.79533887;19.13541699;2.336832916;-18.16340239;17.54335003;-6.349753478;17.38633145;19.42901942
12;sf;622.2964067;419.7940056;18.73343803;0.569880998;20.14008693;15.72532895;12.07788208;-0.494991409;18.78823908;17.00595572;0.228539849;39.73390408;-7.100569948;7.567231243;15.82450217;18.00223085
13;sf;867.1674459;360.2779221;18.12232375;0.131146959;19.87669349;15.70919169;10.53661274;0.069745928;18.59729304;16.71254781;0.427973195;16.61228997;14.77743807;2.945394374;15.57558393;17.52539761
14;sf;516.3928102;611.073798;19.77655171;-0.301728997;21.07349303;17.12590367;12.59439956;0.075188827;19.88969107;18.12375909;1.133694176;17.81220659;16.29212797;8.166711462;-17.28537358;18.95462614
15;sf;818.375144;706.4212346;18.88037095;1.102769747;19.45363996;16.66467971;10.21509082;0.201883415;18.50574027;17.1242329;3.430215536;15.65521249;-15.43437938;1.224806062;15.95055988;17.7263285
16;sf;645.5237872;109.0099828;19.21418312;-0.488323376;20.00478196;16.15249101;12.95742549;0.220945106;19.63953371;17.37432575;0.17091066;-15.84751193;17.20842184;6.404650976;16.24489842;18.49138556
17;sf;332.6600518;633.1836353;20.12828624;0.655144788;22.32487157;16.66913201;12.38667744;-0.867604942;20.89618648;17.32262311;2.925672777;18.13016993;-16.08796258;-0.259067209;-16.77402047;19.01062368
18;sf;1089.948865;214.0533717;19.10730983;0.938956432;18.92673615;17.94974681;10.15401484;0.319726485;19.06636507;17.26506314;0.323728753;17.04566816;15.57060915;2.897694669;16.17346773;18.2965845
19;sf;1125.247402;721.0762699;19.93779808;1.343584491;20.08562339;18.80838334;10.24232077;0.633702663;20.04583144;18.01153868;-0.280857152;17.64165301;16.72399598;-2.275174572;17.30239046;18.9933694
20;sf;1111.008795;330.9640727;19.9639276;0.590727894;19.84936384;17.81479475;11.86740595;0.721871985;19.35659927;18.54898011;3.318540935;17.07499804;16.50212017;3.266566003;16.72858713;18.97548744
21;sf;419.6672348;755.0906121;19.92374673;-2.075523014;20.2742436;18.12748118;12.10218481;1.2334645;20.04956881;18.69109594;4.836523722;-17.90371494;17.19486661;-9.28845984;17.43096964;19.3365468
22;sf;672.9143801;77.81377033;21.04274046;0.799805387;21.88525457;19.50813879;11.20254561;-0.202225867;20.74594648;19.89931289;-0.543090638;17.88155845;18.64956533;-1.72650637;-18.17880005;20.26286956
23;sf;379.8728542;698.1348802;17.58024047;-3.246220035;18.08691184;15.90144229;8.722026972;-0.724861266;17.83288085;15.73033815;-1.418104314;14.22991924;-15.4947334;-13.90522782;14.57025813;16.78024927
24;sf;649.818973;167.1496954;11.66897734;0.3912354;14.19637555;9.163663559;6.654194412;-0.39974552;12.50491812;9.767486757;0.478344232;9.006409316;-10.82036402;-1.214147994;-10.01743863;10.77523155
25;sf;24.1940495;262.8321485;20.94093735;0.073971593;23.47308718;17.61717388;12.21167487;-0.099493987;21.70387595;18.46577024;0.173612897;17.52967162;-18.02287797;0.442634718;17.79588704;19.89251319
26;sf;455.5344585;729.5772152;14.53807008;1.56818904;16.80700636;11.53596639;9.433941973;1.58243771;15.97244511;11.86695422;2.19127595;14.02024087;10.99017174;-8.695858373;-11.86542955;13.70240602
27;sf;1044.063221;281.0791997;20.02630988;3.059123725;21.07073575;17.78454153;11.73598619;0.321481588;20.04707235;19.01817646;-0.472995616;16.75330287;17.71836431;1.06924064;17.22288465;19.37739347
28;sf;945.6495945;414.1986058;20.00431055;-0.733625548;20.98458141;17.45364114;12.96253529;0.223521987;20.48767657;18.14071794;1.369314317;17.04997868;17.26955274;-0.715020727;17.35658738;19.37773898
29;sf;842.6847888;804.427226;19.98324484;0.731359228;20.054383;18.40183448;12.32399076;0.368512322;19.59914515;19.09682331;6.176562092;17.80231517;17.70178521;7.766903821;17.66190369;19.22311888
30;sf;469.058184;391.6528862;19.41406403;0.199451256;21.49636869;17.04038622;9.976138652;0.019880947;19.63091119;17.59941629;0.040499414;17.24922548;-16.19666125;2.127244793;-16.59755886;18.46676352
31;sf;85.64334705;413.9176955;19.54782817;0.496703767;19.98742656;17.43402531;12.14427692;0.402293438;19.38474295;18.21623285;1.952088082;16.01561915;17.45428731;-0.585700199;16.9696469;18.70860659
32;sf;435.6227993;425.0294894;19.86011678;-0.573037065;21.04003843;17.000877;12.58584876;0.217840531;20.12228463;17.71998416;1.185212772;17.33045432;16.49124077;3.336062818;16.88468169;19.03918642
33;sf;664.1504316;395.2464721;20.31575014;1.124787742;20.93320967;18.09103597;12.59836924;1.307152622;20.00858618;19.31234977;1.784713102;17.50241444;17.42463383;1.365008671;-17.8198965;19.62510232
34;sf;1040.625729;703.6106818;20.3518815;0.63234704;19.94993943;19.40744207;11.74338459;0.811134068;20.77110535;18.75520836;0.350468235;17.76728018;17.06084265;-19.03952117;17.49200696;19.70860535
35;sf;181.4545193;476.8218192;19.96216929;0.687550823;20.90783527;17.8484167;11.90679082;-0.478419196;19.5224833;18.7775718;2.321048108;17.06241615;17.91996856;2.832806185;17.11049819;19.24897903
36;sf;250.8896034;758.5133976;19.284259;-1.24288279;20.31488589;17.14540924;10.8507987;-1.233384604;18.8389063;18.241211;-2.496921368;17.06729727;-16.93837145;-3.250429849;-16.88606724;18.54546478
37;sf;977.7805018;501.1488172;19.87810027;0.210859436;21.80339672;17.31474912;11.93879645;0.163716808;20.42122015;18.22096541;-0.525145322;16.48682742;18.043557;-17.53517422;17.15742751;19.08984236
38;sf;1118.036935;648.0094628;19.74366113;2.378805085;21.68901558;17.15264077;9.135735535;1.066193317;20.09766572;17.41169509;2.77171852;17.75988644;15.32617386;-7.297808759;16.51935702;18.50507313
39;sf;740.3121917;538.59253;20.01182408;-0.861873664;21.01809723;18.89890078;10.82902712;-0.202016687;19.91540123;18.79873865;-0.035440237;17.84634892;-17.33996473;0.432385454;17.60091371;19.42257959
40;sf;352.994088;665.8205529;18.73096601;-2.403373331;20.40662654;14.05688396;12.94183715;-0.848961026;19.7241382;15.40377151;-3.080466224;17.80893703;-13.97968331;10.6387428;15.26200245;17.25413819
41;sf;953.5957802;229.4534001;19.73214272;0.07387196;21.6965654;16.79373333;10.94277715;-0.047107788;20.10432219;17.60420756;0.693729396;15.7933593;-17.94580211;-1.681998426;-16.63952259;18.72940608
42;sf;981.8576979;458.6461065;18.7894403;0.030999101;21.43178007;16.55452323;10.09016469;-0.056146905;19.11672564;17.06090945;-0.118257679;15.66605474;16.7601773;5.10868058;16.31913975;17.96966682
