¹;marker;CM.x;CM.y;R;fi;a;b;h;fi;a;b;f1;a;b;f1;a;r
0;sf;641.8111938;160.8912504;12.77846723;0.104419147;14.40357987;11.52894854;6.077887659;0.211144704;12.75585887;11.63923805;-0.198382363;10.87626787;10.99908239;18.22826151;-11.39280755;12.22460887
1;sf;834.2430556;91.95102339;12.41733685;-0.418379462;13.03163516;11.0917373;7.847869424;-0.137656555;12.1893873;11.83053918;-1.264384336;-10.79875109;-11.02098999;-0.280101276;10.92495505;12.03260942
2;sf;889.5580357;76.51078869;12.36103722;0.155713594;13.44463732;11.17669371;6.806253313;-0.132548571;12.25052549;11.61072773;0.26427563;10.82380154;10.71140175;-10.78561852;-10.66974823;11.85148703
3;sf;943.4386364;108.3867424;12.1462839;0.078588157;12.99024714;10.80110626;7.186957881;-0.25335261;12.21674531;11.46570049;0.323855927;11.01454787;10.51688138;3.186817791;-10.56544155;11.77590473
4;sf;640.8532646;121.8123711;12.8251858;-1.159526124;12.78835468;12.016082;7.58883487;-0.308026731;12.91315761;12.10130478;1.151366394;11.74646738;10.70536809;-0.085478219;11.21392827;12.46096407
5;sf;868.3466972;48.03283696;12.22936365;-0.486053249;12.5974792;10.88069438;7.435374619;-0.017522903;12.20831619;11.45481395;-1.423753283;10.4146957;-10.73303693;3.262980328;-10.60336507;11.76380393
6;sf;1009.661686;105.9807898;12.64029166;-0.248837177;13.45770402;11.74953538;6.469497413;-0.720877898;12.56139901;11.88893611;-1.813371168;-11.33483028;-10.70186789;-11.23367633;-10.97173201;12.22708763
7;sf;616.7931295;54.52887882;12.17709099;-2.938072133;12.92214523;11.32737633;6.503913208;0.34662631;11.92982551;11.77910002;0.522687688;10.98956816;10.86710933;6.595214905;10.7137479;11.85564616
8;sf;977.0642884;84.28502415;12.39279623;0.337564206;12.83212534;11.05321047;7.398298494;0.401029121;12.19872725;11.84103995;2.330533553;11.03935451;11.16093929;-5.551490076;-11.04583417;11.9990468
9;sf;1121.384907;538.1475161;12.26079564;3.094617647;12.86472424;10.72873887;7.408385944;0.249757185;12.23309188;11.64251002;-1.25625746;-10.01442164;-10.94524002;7.647908258;-10.52585813;11.93339841
10;sf;225.3667042;278.6306712;12.28296265;-1.008458416;12.71084308;11.82861423;5.954295108;-0.157100174;12.4200121;11.41513214;-0.459616145;11.43624457;-10.27813203;1.689227172;10.84230758;11.93939861
11;sf;718.2039381;781.1033755;12.61843007;-1.140159549;13.47584394;11.7355708;6.595115472;0.720910768;12.34510351;12.22418395;2.867751161;11.23801284;11.12661563;-11.25024529;-11.159176;12.26793435
12;sf;112.9905724;701.0838384;12.9902959;0.083141232;14.57268682;11.46055584;7.296932009;-0.024966787;13.07967729;11.99434175;0.690060343;12.00263085;11.03130435;13.4185281;11.39395709;12.64316936
13;sf;472.8756496;37.62063846;12.3858059;-1.488990548;13.06555738;11.61043818;6.394473102;-0.924885089;12.38196032;11.46100514;-1.808258299;-10.80368663;-10.46539649;-1.781812158;10.66386208;11.96387389
14;sf;797.9619586;478.286629;12.32493969;-0.747029922;12.50434954;11.16512174;7.492075001;-0.044548105;12.09834797;11.63263499;-0.109516687;-10.41600734;-10.66192512;6.163901924;10.53848313;11.88514781
15;sf;571.011471;796.3896761;12.92821519;1.07019452;13.25092408;11.82600644;7.718671707;-0.325508237;12.71154781;12.4570587;-1.168617183;11.70046256;-10.86726573;-2.944545735;11.2647422;12.60835217
